      tokens,        wires,    subscribers,  subscriptions,                       username,     verified
           0,            0,             28,              1,                        Pinkcon,            0
           0,            0,             28,              1,                         3jcalm,            0
           0,            0,             27,             76,                       ajph1970,            0
           0,            0,             27,             56,                          DCJMS,            0
           0,            0,             27,             47,                  Atthecoalface,            0
           0,            0,             27,             38,                       NickP573,            0
           0,            0,             27,             23,                    77CrazyWolf,            0
           0,            0,             27,             20,               MichaelHutchison,            0
           0,            0,             27,             18,            World_ProtectorsInc,            0
           0,            0,             27,             18,                        Romu1us,            0
           0,            0,             27,             17,               FreedomForVN2018,            0
           0,            0,             27,             17,                         SMKSMK,            0
           0,            0,             27,             15,                    WizardMagic,            0
           0,            0,             27,             13,                   Fishkeeper63,            0
           0,            0,             27,             13,                     KelvinPham,            0
           0,            0,             27,             12,                 KeeganHartzell,            0
           0,            0,             27,             12,                    ToAsTyCaKeS,            0
           0,            0,             27,             12,                     alexxx2005,            0
           0,            0,             27,             11,                 jocelynbuisson,            0
           0,            0,             27,             11,                      corycrash,            0
           0,            0,             27,              9,               deadbeefcafe2014,            0
           0,            0,             27,              9,                        mtc1970,            0
           0,            0,             27,              9,                         videom,            0
           0,            0,             27,              7,                       Sparmine,            0
           0,            0,             27,              7,                       Hasmodea,            0
           0,            0,             27,              6,                    Hoaphuong18,            0
           0,            0,             27,              4,                        Djd5606,            0
           0,            0,             27,              2,                  VanThuyTruong,            0
           0,            0,             27,              2,                    wtristan988,            0
           0,            0,             26,             22,                      Sensaiyan,            0
           0,            0,             26,             20,                Yawgmoth_Reborn,            0
           0,            0,             26,             16,                       Zabroskj,            0
           0,            0,             26,             15,                       QBitConn,            0
           0,            0,             26,             14,                          Tokie,            0
           0,            0,             26,              6,                 Sysyphus300021,            0
           0,            0,             26,              6,                            FAQ,            0
           0,            0,             26,              5,                  Johnny_rocket,            0
           0,            0,             26,              4,                     bassment03,            0
           0,            0,             26,              4,                        Radient,            0
           0,            0,             26,              2,            FrustratedBrexiteer,            0
           0,            0,             26,              2,                     kaycee0101,            0
           0,            0,             26,              2,                       ARMYSOUL,            0
           0,            0,             26,              1,                       Jojoking,            0
           0,            0,             25,             60,                  Jazz_Santiago,            0
           0,            0,             25,             22,                      Quynh2018,            0
           0,            0,             25,             17,                        chammua,            0
           0,            0,             25,             14,                 joshvanarsdale,            0
           0,            0,             25,             11,                noibuonquehuong,            0
           0,            0,             25,             11,                        LeeJett,            0
           0,            0,             25,             10,                ineedbettername,            0
           0,            0,             25,              8,                   BigGreenJeep,            0
           0,            0,             25,              8,                         baelva,            0
           0,            0,             25,              7,                 MrAlanRyanHall,            0
           0,            0,             25,              7,                    buddymantra,            0
           0,            0,             25,              7,                       nosretap,            0
           0,            0,             25,              6,                     windwisdom,            0
           0,            0,             25,              5,                     PaulPhamSG,            0
           0,            0,             25,              5,                       UBoat237,            0
           0,            0,             25,              4,                     1000000000,            0
           0,            0,             25,              3,                    PROTEKTOR33,            0
           0,            0,             25,              2,              joshuamatrisciana,            0
           0,            0,             24,             41,                        mutabor,            0
           0,            0,             24,             26,                EinMugenTenshin,            0
           0,            0,             24,             24,                    craigfhayes,            0
           0,            0,             24,             22,                      VATrainer,            0
           0,            0,             24,             14,                     Gregbworld,            0
           0,            0,             24,             12,                  Treacherously,            0
           0,            0,             24,             12,                      billyclay,            0
           0,            0,             24,             11,                   TannerDippel,            0
           0,            0,             24,             11,                        ThatPhu,            0
           0,            0,             24,             10,                  Jeffshmeff666,            0
           0,            0,             24,             10,                        Roachey,            0
           0,            0,             24,              9,                 NguyenBichHanh,            0
           0,            0,             24,              9,                          sam71,            0
           0,            0,             24,              8,                   Jackofswords,            0
           0,            0,             24,              8,                     DesertPuma,            0
           0,            0,             24,              7,                InquisitorOfKek,            0
           0,            0,             24,              4,                        Rwilson,            0
           0,            0,             24,              3,                    DruidCruize,            0
           0,            0,             23,             75,                      justWidle,            0
           0,            0,             23,             27,                  LiberatedMind,            0
           0,            0,             23,             26,                 FreddyJoeSuess,            0
           0,            0,             23,             22,                        Brathis,            0
           0,            0,             23,             16,                       Larjo305,            0
           0,            0,             23,             16,                          m6kvm,            0
           0,            0,             23,             14,                    maitiendoan,            0
           0,            0,             23,             13,                  davidbettsiii,            0
           0,            0,             23,             13,                         lupa18,            0
           0,            0,             23,             11,                     epwinchell,            0
           0,            0,             23,              9,                  Peoplepolak19,            0
           0,            0,             23,              8,                    phamquocdai,            0
           0,            0,             23,              7,                    Jeffliggett,            0
           0,            0,             23,              7,                      vangoatee,            0
           0,            0,             23,              7,                         Ravaen,            0
           0,            0,             23,              5,                      QuySaiGon,            0
           0,            0,             23,              4,                 GUNFRIENDLY_SA,            0
           0,            0,             23,              4,                 CassidyCierra3,            0
           0,            0,             23,              4,                    ThePantheon,            0
           0,            0,             23,              3,                      biscovery,            0
           0,            0,             23,              2,             RodrigoDiazDeVivar,            0
           0,            0,             23,              1,                    lampbearerb,            0
           0,            0,             23,              1,                      King_Kane,            0
           0,            0,             22,             28,               Radysonhatry1985,            0
           0,            0,             22,             25,                      KiloHotel,            0
           0,            0,             22,             19,                  erikstrandley,            0
           0,            0,             22,             18,                     Salamancan,            0
           0,            0,             22,             15,                         DoXuan,            0
           0,            0,             22,             13,                   Shizngiggles,            0
           0,            0,             22,             13,                         Mikita,            0
           0,            0,             22,             12,                        aschrab,            0
           0,            0,             22,             10,                    Duongmone83,            0
           0,            0,             22,              7,                          Elie1,            0
           0,            0,             22,              6,                      crows2332,            0
           0,            0,             22,              4,                 TreasureFox001,            0
           0,            0,             22,              1,                       tenplus1,            0
           0,            0,             21,             35,                 BarelyFiltered,            0
           0,            0,             21,             15,                        xoltoss,            0
           0,            0,             21,             14,                     theSlimJim,            0
           0,            0,             21,             12,                   thanhduychan,            0
           0,            0,             21,             11,                Addicted2danger,            0
           0,            0,             21,              9,                    Jimmy112367,            0
           0,            0,             21,              9,                     vien999999,            0
           0,            0,             21,              9,                         cmtbgc,            0
           0,            0,             21,              7,                     Treegonaut,            0
           0,            0,             21,              7,                      anomalouz,            0
           0,            0,             21,              7,                          rains,            0
           0,            0,             21,              4,                    stallker747,            0
           0,            0,             21,              2,                     Buggbugged,            0
           0,            0,             21,              1,                       Farhadk1,            0
           0,            0,             20,             36,                    Uriardiente,            0
           0,            0,             20,             36,                     Trafulgoth,            0
           0,            0,             20,             26,                        Dassa20,            0
           0,            0,             20,             24,                        SgtKeck,            0
           0,            0,             20,             21,                        XUtuber,            0
           0,            0,             20,             18,                   btcmacroecon,            0
           0,            0,             20,             17,                     wheturangi,            0
           0,            0,             20,             15,                BeatsMeanzHighs,            0
           0,            0,             20,             13,                       Bateluer,            0
           0,            0,             20,             12,                       Shanew83,            0
           0,            0,             20,             11,                     carolabony,            0
           0,            0,             20,              7,                SecretGamePixel,            0
           0,            0,             20,              7,                SamofEastAnglia,            0
           0,            0,             20,              7,                        Antonov,            0
           0,            0,             20,              5,                      MryJnMcLn,            0
           0,            0,             20,              5,                       Hungtien,            0
           0,            0,             20,              4,               Crux_of_the_Brux,            0
           0,            0,             20,              4,                     TehPwnerer,            0
           0,            0,             20,              4,                     Lord_Famyn,            0
           0,            0,             20,              3,                     MancOnWire,            0
           0,            0,             20,              2,                Shades_of_Truth,            0
           0,            0,             20,              1,                   ionicThunder,            0
           0,            0,             19,             59,                       Coolerss,            0
           0,            0,             19,             23,                    Levietcuong,            0
           0,            0,             19,             23,                      dillen327,            0
           0,            0,             19,             21,                Dungnguyen81147,            0
           0,            0,             19,             16,                      madartist,            0
           0,            0,             19,             14,                BrianDamage1967,            0
           0,            0,             19,             10,                  KreepyKritter,            0
           0,            0,             19,              9,                  HeretekReport,            0
           0,            0,             19,              9,                       Spendant,            0
           0,            0,             19,              8,                RobinCunningham,            0
           0,            0,             19,              7,                 Freedom4Europe,            0
           0,            0,             19,              6,                  carlososuna86,            0
           0,            0,             19,              6,                        sharuez,            0
           0,            0,             19,              5,                       PHANVTRI,            0
           0,            0,             19,              4,                     Lylliewolf,            0
           0,            0,             19,              4,                       tfbergen,            0
           0,            0,             19,              3,                   GiaBaoNguyen,            0
           0,            0,             19,              3,                     Annastique,            0
           0,            0,             19,              3,                          prIBu,            0
           0,            0,             19,              1,              truongthanhphuong,            0
           0,            0,             18,             45,                     LiamHawk00,            0
           0,            0,             18,             30,                  likeBiaSaigon,            0
           0,            0,             18,             27,              CloverPickingHarp,            0
           0,            0,             18,             22,                        TheJ1nx,            0
           0,            0,             18,             20,                 NguyenNgocDiep,            0
           0,            0,             18,             19,                     IvanCannon,            0
           0,            0,             18,             15,                      MoonMouse,            0
           0,            0,             18,             14,                   fullmetal721,            0
           0,            0,             18,             14,                       TheRonin,            0
           0,            0,             18,             13,                        ChuToan,            0
           0,            0,             18,             11,                    Zeno_Effect,            0
           0,            0,             18,             10,                     Tranan1981,            0
           0,            0,             18,              9,                        merrylk,            0
           0,            0,             18,              9,                        Khanghy,            0
           0,            0,             18,              9,                        Hieu_Le,            0
           0,            0,             18,              8,                  calebmcdonald,            0
           0,            0,             18,              8,                       anobkram,            0
           0,            0,             18,              8,                        domjr68,            0
           0,            0,             18,              8,                        Rycefun,            0
           0,            0,             18,              7,                  Masakrator666,            0
           0,            0,             18,              5,            ThatOneGuyWithAFork,            0
           0,            0,             18,              5,                    ArtDirector,            0
           0,            0,             18,              4,                           LESO,            0
           0,            0,             18,              3,                  ThomasLoiTran,            0
           0,            0,             18,              1,                   MyTwoCents17,            0
           0,            0,             18,              1,                           dhwb,            0
           0,            0,             17,             24,                       feralboy,            0
           0,            0,             17,             18,                      ccorskipc,            0
           0,            0,             17,             17,                 IfrisHellguard,            0
           0,            0,             17,             14,                          Nhiem,            0
           0,            0,             17,             13,                FrazzledAnalyst,            0
           0,            0,             17,             13,                   Iron_Penguin,            0
           0,            0,             17,             13,                     Regnsparke,            0
           0,            0,             17,             13,                       Joe_1944,            0
           0,            0,             17,             11,                         MFYR3D,            0
           0,            0,             17,             10,             Bubblesbullmastiff,            0
           0,            0,             17,              9,                      thetrocch,            0
           0,            0,             17,              9,                      John_Snow,            0
           0,            0,             17,              9,                        Texas45,            0
           0,            0,             17,              8,                       duderino,            0
           0,            0,             17,              7,                        Vihatak,            0
           0,            0,             17,              5,                     BitFiddler,            0
           0,            0,             17,              4,                  NewYorkMinute,            0
           0,            0,             17,              4,                         notweL,            0
           0,            0,             17,              3,                       Jjrogers,            0
           0,            0,             17,              2,              MlodyKotMotostory,            0
           0,            0,             17,              2,                      OnlyHuman,            0
           0,            0,             17,              2,                        Mnasses,            0
           0,            0,             17,              1,                VanNguyenThiCam,            0
           0,            0,             17,              1,                     budklatsch,            0
           0,            0,             17,              1,                      Comcore33,            0
           0,            0,             17,              1,                         dyerko,            0
           0,            0,             16,             36,                       cougar43,            0
           0,            0,             16,             32,                    AndreMoreau,            0
           0,            0,             16,             15,                     Kornnugget,            0
           0,            0,             16,             14,                         keegle,            0
           0,            0,             16,             12,                    danteasdfgh,            0
           0,            0,             16,             12,                        Tzarock,            0
           0,            0,             16,             11,                     Modelstate,            0
           0,            0,             16,             11,                       DoanThuc,            0
           0,            0,             16,              9,                         HajAli,            0
           0,            0,             16,              8,                jonnypunkrock18,            0
           0,            0,             16,              7,                      NeoTheFox,            0
           0,            0,             16,              7,                       Xenturio,            0
           0,            0,             16,              5,                 BayernWolf1886,            0
           0,            0,             16,              5,                        Aelvice,            0
           0,            0,             16,              5,                         dflipb,            0
           0,            0,             16,              4,                    hiep_nguyen,            0
           0,            0,             16,              4,                        Workman,            0
           0,            0,             16,              3,                      DeCounter,            0
           0,            0,             16,              1,                      stillkikn,            0
           0,            0,             16,              1,                      Stricken1,            0
           0,            0,             15,             62,                     lillspence,            0
           0,            0,             15,             52,                           wkrw,            0
           0,            0,             15,             30,                    Torqueville,            0
           0,            0,             15,             20,            SmartCashOutreachES,            0
           0,            0,             15,             20,                       KenRagge,            0
           0,            0,             15,             17,                       hhautala,            0
           0,            0,             15,             16,                    orlandowan1,            0
           0,            0,             15,             14,                      thenexxuz,            0
           0,            0,             15,             14,                      DonCrixus,            0
           0,            0,             15,             14,                         Soisam,            0
           0,            0,             15,             14,                           osch,            0
           0,            0,             15,              9,                        MongooZ,            0
           0,            0,             15,              8,                   inspireinson,            0
           0,            0,             15,              8,                         mojo61,            0
           0,            0,             15,              7,                    PinkPearl18,            0
           0,            0,             15,              7,                     Enriquee28,            0
           0,            0,             15,              6,                      ShinyKing,            0
           0,            0,             15,              5,                       lawsonev,            0
           0,            0,             15,              4,                  KindnessRules,            0
           0,            0,             15,              3,                     Dakableguy,            0
           0,            0,             15,              1,                   tranghuuhanh,            0
           0,            0,             15,              1,                    huyuyen2004,            0
           0,            0,             15,              1,                      Lioncrazy,            0
           0,            0,             15,              1,                         Samaya,            0
           0,            0,             14,             11,                      johndoe81,            0
           0,            0,             14,             10,                 IdiotExMachina,            0
           0,            0,             14,              9,                    Campingcake,            0
           0,            0,             14,              9,                      Gemini_44,            0
           0,            0,             14,              6,                    Lokithewise,            0
           0,            0,             14,              6,                     Pinocoffee,            0
           0,            0,             14,              6,                      DavidTran,            0
           0,            0,             14,              5,                       Metalopn,            0
           0,            0,             14,              2,                   maianh220771,            0
           0,            0,             14,              2,                        Speedio,            0
           0,            0,             14,              1,                         mcelav,            0
           0,            0,             13,             30,                     ineedmoney,            0
           0,            0,             13,             29,                   ChairmanMeow,            0
           0,            0,             13,             24,                    EpicSlacker,            0
           0,            0,             13,             17,                  DavidFrivolny,            0
           0,            0,             13,             17,                      ShadeHope,            0
           0,            0,             13,             16,                      Davey1602,            0
           0,            0,             13,             15,                       today915,            0
           0,            0,             13,             14,              Lord_Emperor_Vine,            0
           0,            0,             13,             14,                    Timmymartin,            0
           0,            0,             13,             14,                          LAGUZ,            0
           0,            0,             13,             13,                   an93lofdeath,            0
           0,            0,             13,             12,                     Kjross1970,            0
           0,            0,             13,             10,                          Toth1,            0
           0,            0,             13,              9,               Nguyenquangphong,            0
           0,            0,             13,              9,                          pcnam,            0
           0,            0,             13,              8,                 RandomAmerican,            0
           0,            0,             13,              8,                   zenharmonics,            0
           0,            0,             13,              8,                       yoyodyne,            0
           0,            0,             13,              8,                       BCrazyEh,            0
           0,            0,             13,              7,                   FinbarrStuds,            0
           0,            0,             13,              7,                     Tornadoxma,            0
           0,            0,             13,              7,                        Plinius,            0
           0,            0,             13,              5,                     deanisious,            0
           0,            0,             13,              4,                    mrjgardiner,            0
           0,            0,             13,              4,                     JacksonIII,            0
           0,            0,             13,              3,                 TitFaceMcGruff,            0
           0,            0,             13,              3,                        nmc4114,            0
           0,            0,             13,              2,               Brother_Korahael,            0
           0,            0,             13,              2,                    Ronaldrains,            0
           0,            0,             13,              2,                      Dernutzen,            0
           0,            0,             13,              1,                      Dr_Trojan,            0
           0,            0,             13,              1,                       GrayHair,            0
           0,            0,             12,             21,                   Doomwalker88,            0
           0,            0,             12,             17,                     Mightygmen,            0
           0,            0,             12,             14,                       Daggon69,            0
           0,            0,             12,             12,                    Nguyen31066,            0
           0,            0,             12,             12,                      MrMadMoon,            0
           0,            0,             12,             12,                        Fagen99,            0
           0,            0,             12,             10,                         hallyu,            0
           0,            0,             12,              8,                  Hiroki991Soki,            0
           0,            0,             12,              7,                        Baothy1,            0
           0,            0,             12,              6,                 AmandaSnyder87,            0
           0,            0,             12,              4,               RodrigoVeraPerez,            0
           0,            0,             12,              3,                     Mikelb4532,            0
           0,            0,             12,              2,                     Incognito3,            0
           0,            0,             11,             24,                     jessepcook,            0
           0,            0,             11,             17,                        ComLock,            0
           0,            0,             11,             15,                   HuePhongThuy,            0
           0,            0,             11,             13,                          GAW66,            0
           0,            0,             11,             12,                         glhalj,            0
           0,            0,             11,             12,                         LQbano,            0
           0,            0,             11,             11,                 redflowers2001,            0
           0,            0,             11,             11,                   briandabrain,            0
           0,            0,             11,              9,             HeroicalMasterings,            0
           0,            0,             11,              9,                 frankgerdenits,            0
           0,            0,             11,              7,                    Archiebobyo,            0
           0,            0,             11,              6,             michaeljmclaughlin,            0
           0,            0,             11,              5,                     Dreamphysh,            0
           0,            0,             11,              3,                        Xipheon,            0
           0,            0,             11,              2,                 prabhaatlawyer,            0
           0,            0,             11,              2,                            brn,            0
           0,            0,             11,              1,                         Mozley,            0
           0,            0,             10,             24,                        pcooper,            0
           0,            0,             10,             13,                boatie_pearland,            0
           0,            0,             10,             13,                   SiameseTwins,            0
           0,            0,             10,             13,                           Hhan,            0
           0,            0,             10,             10,                  ADadsTwoCents,            0
           0,            0,             10,              9,                   alfred_crowe,            0
           0,            0,             10,              9,                        datdoan,            0
           0,            0,             10,              8,                        yylaber,            0
           0,            0,             10,              6,              ImYourHuckleberry,            0
           0,            0,             10,              6,                         AnnAnn,            0
           0,            0,             10,              5,                 Leftgoogle2017,            0
           0,            0,             10,              5,                         Ryhard,            0
           0,            0,             10,              4,               andreimartinskis,            0
           0,            0,             10,              4,                   distributed1,            0
           0,            0,             10,              3,                thedazzlingdaze,            0
           0,            0,             10,              2,              TheRenaissanceguy,            0
           0,            0,             10,              2,                      monster30,            0
           0,            0,             10,              2,                        jmh1189,            0
           0,            0,             10,              1,                  IdaltonSantos,            0
           0,            0,             10,              1,                    cuemyeunuoc,            0
           0,            0,             10,              1,                     Pepethebat,            0
           0,            0,              9,             15,                charlie_sparrow,            0
           0,            0,              9,             15,                ButtersTheNinja,            0
           0,            0,              9,             13,                        psywolf,            0
           0,            0,              9,             10,                   jasonstone20,            0
           0,            0,              9,             10,                      Cubertron,            0
           0,            0,              9,              9,                 LyletheRooster,            0
           0,            0,              9,              9,                      samdotson,            0
           0,            0,              9,              9,                        tjt1967,            0
           0,            0,              9,              8,                       stackman,            0
           0,            0,              9,              7,                   HouseholdDog,            0
           0,            0,              9,              7,                    jeffmhsmith,            0
           0,            0,              9,              7,                       ChinhLuc,            0
           0,            0,              9,              6,                      jeffcales,            0
           0,            0,              9,              4,           Edwardianfloordigger,            0
           0,            0,              9,              4,                        Kresh42,            0
           0,            0,              9,              3,                       Flysndoc,            0
           0,            0,              9,              3,                         ThoAnh,            0
           0,            0,              9,              1,                  Sndataservice,            0
           0,            0,              9,              1,                     vagnermann,            0
           0,            0,              8,             36,                        Buudung,            0
           0,            0,              8,             26,                gooseygander007,            0
           0,            0,              8,             14,                          dikiz,            0
           0,            0,              8,             11,                     rocklittle,            0
           0,            0,              8,              9,                    ShadeTreePC,            0
           0,            0,              8,              9,                    PhuongThiet,            0
           0,            0,              8,              9,                       Rauelius,            0
           0,            0,              8,              9,                         Solo38,            0
           0,            0,              8,              8,                  madalinpaloti,            0
           0,            0,              8,              8,                   AdeptusAzule,            0
           0,            0,              8,              8,                      cyberbofh,            0
           0,            0,              8,              8,                        caishin,            0
           0,            0,              8,              6,                  Harrymartin09,            0
           0,            0,              8,              6,                        JavBEAR,            0
           0,            0,              8,              6,                         elenac,            0
           0,            0,              8,              4,              Progressychedelic,            0
           0,            0,              8,              2,                SexyKittySlayer,            0
           0,            0,              8,              1,              dreamalittledream,            0
           0,            0,              8,              1,                       deymund1,            0
           0,            0,              7,             37,                      jeffery97,            0
           0,            0,              7,             33,                      jamessimo,            0
           0,            0,              7,             27,                      lionbroda,            0
           0,            0,              7,             11,                     Zaid_Ikari,            0
           0,            0,              7,              9,                     Evanlution,            0
           0,            0,              7,              8,                    VenaKulator,            0
           0,            0,              7,              8,                         CineCe,            0
           0,            0,              7,              8,                           iugk,            0
           0,            0,              7,              7,                     dennyboy39,            0
           0,            0,              7,              7,                       MikeSyxx,            0
           0,            0,              7,              7,                        Zahazon,            0
           0,            0,              7,              6,                 Nguyenkhacdiem,            0
           0,            0,              7,              6,                    jasonkalian,            0
           0,            0,              7,              6,                        Zuasive,            0
           0,            0,              7,              6,                        HienDat,            0
           0,            0,              7,              5,                     RoyWalters,            0
           0,            0,              7,              4,                 SouthernImager,            0
           0,            0,              7,              4,                   MaleFeelings,            0
           0,            0,              7,              4,                     Jamiek294k,            0
           0,            0,              7,              4,                       onestone,            0
           0,            0,              7,              3,                raphaeloliveira,            0
           0,            0,              7,              3,                  MichaelFarley,            0
           0,            0,              7,              3,                      Rpollanen,            0
           0,            0,              7,              3,                        SAIGON2,            0
           0,            0,              7,              2,                       Ngoduc18,            0
           0,            0,              6,             21,                  caruosbiturix,            0
           0,            0,              6,             11,                        Ozatcho,            0
           0,            0,              6,              7,                       JohnPhan,            0
           0,            0,              6,              6,                      fredklier,            0
           0,            0,              6,              6,                         1809er,            0
